Bandleader,Orchestra,,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneon,Strings
Edgardo Donato,Donato-Zerrillo,8/2/1929,Amor Y Olvido,Tango,Instrumental,Brunswick,78rpm,Ángel Carreño,Ángel Carreño,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,8/2/1929,Luces De La Tarde (Primera Versión),Tango,Instrumental,Brunswick,78rpm,Osvaldo Donato,Berreta Galli,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,8/2/1929,"No Me Engañes, Por Favor",Tango,Instrumental,Brunswick,78rpm,José Turturiello,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,8/2/1929,"Seguí, No Te Parés ",Tango,Luis Díaz Y Coro,Brunswick,78rpm,Edgardo Donato; Roberto Zerrillo,Luis Díaz,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,9/7/1929,Desencanto,Tango,Instrumental,Brunswick,78rpm,Antonio Polito,Antonio Polito; Luis Mario,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,9/7/1929,Dolores,Vals,Instrumental,Brunswick,78rpm,Alfredo Raúl Marengo,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,9/19/1929,La Cumparsita,Tango,Agustín Magaldi,Brunswick,78rpm,Gerardo Hernán Matos Rodríguez,Pascual Contursi; Enrique Pedro Maroni,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,9/19/1929,Adiós Mujer,Tango,Instrumental,Brunswick,78rpm,Miguel Padula,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,9/19/1929,Pulpero Sirva Otra Vuelta,Tango,Luis Díaz,Brunswick,78rpm,Man Kenn,Man Kenn,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,9/19/1929,Sirvame Caña,Tango,Instrumental,Brunswick,78rpm,Agustín Andrés Paredes,Gerónimo Gradito,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,11/8/1929,De Milonga Corrida,Tango,Instrumental,Brunswick,78rpm,Osvaldo Donato,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,11/8/1929,Pega Pega,Tango,Estribillo,Brunswick,78rpm,Rafael Sánchez; Alberto Sánchez,Enrique Cadícamo,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,11/20/1929,Luces De La Tarde (Segunda Versión),Tango,Luis Díaz,Brunswick,78rpm,Osvaldo Donato,Berreta Galli,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,11/20/1929,"Seguí, No Te Parés ",Tango,Luis Díaz Y Coro,Brunswick,78rpm,Edgardo Donato; Roberto Zerrillo,Luis Díaz,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,11/20/1929,Siluetas De La Tarde,Tango,Instrumental,Brunswick,78rpm,Ángel Carreño,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,11/20/1929,Vas A Soñar,Tango,Luis Díaz,Brunswick,78rpm,Antonio Scatasso,Francisco Antonio Bastardi,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,11/27/1929,La Cumparsita ,Tango,Agustín Magaldi,Brunswick,78rpm,Gerardo Hernán Matos Rodríguez,Pascual Contursi; Enrique Pedro Maroni,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,12/4/1929,Hasta Cuándo,Tango,Luis Díaz,Brunswick,78rpm,Edgardo Donato,Celedonio Esteban Flores,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,12/6/1929,Derrotado,Tango,Instrumental,Brunswick,78rpm,Roberto Zerrillo,Roberto Duque,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,12/6/1929,Venga Viejo,Tango,Instrumental,Brunswick,78rpm,Ricardo Luis Brignolo,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,12/13/1929,Huerfanitos De La Vida,Tango,Luis Díaz,Brunswick,78rpm,Luis Martino,Andrés González Pulido,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,12/13/1929,Qué Querés Con Ese Loro,Tango,Luis Díaz,Brunswick,78rpm,Enrique Delfino,Manuel Romero,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,12/17/1929,Misterio,Tango,Instrumental,Brunswick,78rpm,Román Machado,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,12/28/1929,Yo Quiero Casarme,Tango,Luis Díaz,Brunswick,78rpm,Edgardo Donato,Luis Díaz,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,12/28/1929,Zafá De L'amarrazón,Tango,Instrumental,Brunswick,78rpm,Luis Mainero,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,12/30/1929,Garufa Corrida,Tango,Luis Díaz,Brunswick,78rpm,Bernardo Germino,Bernardo Germino,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,12/30/1929,Invierno,Tango,Luis Díaz,Brunswick,78rpm,Arturo Bettoni,Ramón Abellá,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,1/3/1930,En La Cortada,Tango,Luis Díaz,Brunswick,78rpm,Romeo Yorio,Aníbal Rodríguez; Pedro Rodríguez Riquero,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,1/3/1930,Huerfanita,Tango,Instrumental,Brunswick,78rpm,Roberto Luratti,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,1/3/1930,Lisandro,Tango,Instrumental,Brunswick,78rpm,Roque D'Amico,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,1/21/1930,De Madrugada,Tango,Instrumental,Brunswick,78rpm,A. Delfino,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,1/21/1930,Don Esteban,Tango,Instrumental,Brunswick,78rpm,Augusto Pedro Berto,Carlos Keller Sarmiento,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,1/24/1930,Polilla,Tango,Canto,Brunswick,78rpm,Gerardo Hernán Matos Rodríguez,Pablo Marcelino Suero,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,1/24/1930,Porqué Se Fué,Tango,Instrumental,Brunswick,78rpm,Azucena Maizani,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,1/24/1930,Triste Amanecer,Tango,Instrumental,Brunswick,78rpm,J. Veliozo ,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,2/26/1930,Caradura,Tango,Instrumental,Brunswick,78rpm,Roberto Zerrillo,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,2/26/1930,No Mires P'atrás,Tango,Instrumental,Brunswick,78rpm,José Turturiello,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,2/28/1930,Lluvia De Flores,Vals,Instrumental,Brunswick,78rpm,G. Gatto,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,2/28/1930,Mañana,Tango,Luis Díaz,Brunswick,78rpm,Anselmo Aieta,Francisco García Jiménez,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,3/11/1930,Baquiano Pa'elegir,Tango,Instrumental,Brunswick,78rpm,Enrique Saborido,Enrique Domingo Cadícamo,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,3/11/1930,Dolores,Vals,Instrumental,Brunswick,78rpm,Alfredo Raúl Marengo,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,3/11/1930,Se Va La Vida,Tango,Luis Díaz,Brunswick,78rpm,Edgardo Donato; Roberto Zerrillo,Luis Mario,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,3/11/1930,Soledad,Tango,Luis Díaz,Brunswick,78rpm,B. Abatte; J. Leal,B. Abatte; J. Leal,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,4/5/1930,Deschavate,Tango,Instrumental,Brunswick,78rpm,Edmundo M. Wiurnos,,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,4/5/1930,Virgencita De Pompeya,Tango,Luis Díaz,Brunswick,78rpm,Juan Russo,Juan Russo,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,4/24/1930,Lamentos Del Alma,Tango,Luis Díaz,Brunswick,78rpm,Carlos Alberto Facal,Carlos Alberto Facal,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Donato-Zerrillo,4/25/1930,Musiquito,Tango,Luis Díaz,Brunswick,78rpm,P. Strazarino; H. Liacci; J. Tobía,Roberto Duque,,29-30 / Zerrillo ,Osvaldo Donato,José Campesi,"Juan Turturiello, Luis Vilardi, Luis Brizzi","Edgardo Donato, Roberto Zerrillo, Armando Piovani, Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,5/5/1930,Como Lo Quiso Dios,Tango,Luis Díaz,Brunswick,78rpm,Domingo Pelle,Domingo Pelle,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,5/5/1930,El Tejo,Tango,Instrumental,Brunswick,78rpm,Juan S. Labadia,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,5/15/1930,Adelina,Tango,Luis Díaz,Brunswick,78rpm,Antonio Moretti,J. Torales,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,5/19/1930,Buena Yunta,Tango,Instrumental,Brunswick,78rpm,P. Romeo,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,5/23/1930,Te Conozco Mascarita,Tango,Luis Díaz,Brunswick,78rpm,Edgardo Donato,Román Machado,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,5/30/1930,Lluvia De Colores,Vals,Instrumental,Brunswick,78rpm,Osvaldo Donato,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,6/13/1930,Severino,Tango,Luis Díaz Y Coro,Brunswick,78rpm,Arturo De Bassi; Antonio Botta; López,Antonio Botta; López,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,6/19/1930,"Ché, Rodolfo",Tango,Luis Díaz,Brunswick,78rpm,Genaro Gatto,Ernesto Viegas,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,6/27/1930,Desolación,Tango,Luis Díaz,Brunswick,78rpm,Pedro Diorio,Pedro Diorio,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,6/27/1930,Pibe Palermo,Tango,Instrumental,Brunswick,78rpm,José Campesi,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,7/1/1930,Felicia,Tango,Instrumental,Brunswick,78rpm,Enrique Saborido,Carlos Mauricio Pacheco,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,7/1/1930,Por Tu Culpa,Tango,Instrumental,Brunswick,78rpm,A. Moreno,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,7/10/1930,"Che, Fayuto",Tango,Luis Díaz,Brunswick,78rpm,J. De Ferraris,J. De Ferraris,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,7/10/1930,Entre Penas Y Dolores,Tango,Instrumental,Brunswick,78rpm,A. Terrés,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,7/12/1930,Corazón Pa' Los Perros,Tango,Instrumental,Brunswick,78rpm,Osvaldo Donato,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,7/14/1930,Qué Querés Soy Así,Tango,Luis Díaz,Brunswick,78rpm,Ascanio Ernesto Donato,Francisco García Jiménez,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,7/17/1930,Decile A Tu Vieja,Tango,Instrumental,Brunswick,78rpm,José Domingo Pécora,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,7/25/1930,Mi Sueño Dorado,Tango,Instrumental,Brunswick,78rpm,Vicente Vilardi,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,7/25/1930,Palabra De Honor,Tango,Instrumental,Brunswick,78rpm,Ascanio Ernesto Donato,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,8/27/1930,Frente A Frente,Tango,Instrumental,Brunswick,78rpm,R. Mann,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,8/27/1930,Viejo Palermo,Tango,Instrumental,Brunswick,78rpm,P. Buencristiano,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,8/28/1930,Palabras Falsas,Tango,Luis Díaz,Brunswick,78rpm,M. Aguilar; Luis Fernández,M. Aguilar; Luis de Sevilla ,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,9/5/1930,Desertora,Tango,Luis Díaz,Brunswick,78rpm,Edgardo Donato,Roberto Aubriot Barboza,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,9/10/1930,El Amor Hace Fruncir,Tango,Instrumental,Brunswick,78rpm,J. C. Cupeiro,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,9/17/1930,El Once Glorioso,Tango,Luis Díaz Y Coro,Brunswick,78rpm,Carlos Enrique,Luis César Amadori,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,9/19/1930,Congoja,Tango,Luis Díaz,Brunswick,78rpm,Benjamín Tagle Lara,Alfonso Tagle Lara,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,9/19/1930,"Mamita, Perdón",Tango,Instrumental,Brunswick,78rpm,Julio Villamonte,,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,10/3/1930,Danza Maligna,Tango,Instrumental,Brunswick,78rpm,Fernando Randle,Claudio Frollo,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,10/7/1930,Compadrito,Tango,Luis Díaz,Brunswick,78rpm,Edgardo Donato; Osvaldo Donato,Edgardo Donato; Osvaldo Donato,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
Edgardo Donato,Edgardo Donato y sus Muchachos,10/8/1930,El Barrio Murmura,Tango,Luis Díaz,Brunswick,78rpm,Carlos Enrique ,Luis Díaz,,30-33 / Sus Muchachos,Osvaldo Donato,José Campesi,"Juan Turturiello, Vicente Vilardi, Miguel Bonano","Edgardo Donato, Armando Piovani, Pascual Martínez,  Ascanio Donato (cello)"
