Bandleader,Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-07,Milonga Del Soldado,Milonga,Maciel y Belusi,Philips,Tape,Horacio Guarany,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-08,Don Agustín Bardi,Tango,Instrumental,Philips,Tape,Horacio Salgán,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-08,La Vi Llegar,Tango,Jorge Maciel,Philips,Tape,Enrique Francini,Julián Centeya,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-09,Bronca,Tango,Alfredo Belusi,Philips,Tape,Edmundo Rivero,Mario Battistella,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-09,Coplas,Tango,Maciel y Belusi,Philips,Tape,Aníbal Troilo,Alberto Martínez,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-10,Pregonera,Tango,Maciel y Belusi,Philips,Tape,Alfredo Angelis,José Rótulo,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-10,Senda Del Amor,Tango,Jorge Maciel,Philips,Tape,Javier Mazzea,Ernesto Laúr,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-11,Un Tropezón,Tango,Alfredo Belusi,Philips,Tape,Raúl Hoyos,Luis Herrera,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-11,Dos Amores,Tango,Jorge Maciel,Philips,Tape,Antonio Sureda,Gerónimo Sureda,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-12,Candombe Blanco,Milonga,Maciel y Belusi,Philips,Tape,Emilio Balcarce,Julio Camilloni,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,-
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-12,Festejando,Tango,Instrumental,Philips,Tape,Héctor Stamponi,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1962-04,No Me Pregunten Por Qué,Tango,Alfredo Belusi,Philips,Tape,Carlos Sarli,Reynaldo Pignataro,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1962-04,Cabulero,Tango,Instrumental,Philips,Tape,Leopoldo Federico; Manuel Flores,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1962-05,Llevame Carretero,Tango,Jorge Maciel,Philips,Tape,Manuel Parada,José Cicarelli,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1962-05,El Vino Triste,Tango,Alfredo Belusi,Philips,Tape,Juan D'Arienzo,Manuel Romero,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1962-06,Cardo Y Malvón,Tango,Instrumental,Philips,Tape,Osvaldo Pugliese,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1962-06,El Pescante,Tango,Alfredo Belusi,Philips,Tape,Sebastián Piana,Homero Manzi,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1962-07,Nostálgico,Tango,Instrumental,Philips,Tape,Julián Plaza,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1962-07,Por Qué La Quise Tanto,Tango,Jorge Maciel,Philips,Tape,Mariano Martínez,Rodolfo Taboada,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1962-08,Desencuentro,Tango,Alfredo Belusi,Philips,Tape,Aníbal Troilo,Cátulo Castillo,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1962-08,Bordoneo Y 900,Milonga,Instrumental,Philips,Tape,Osvaldo Ruggiero,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1962-09,De Mi Ciudad,Tango,Jorge Maciel,Philips,Tape,Emilio Balcarce,Andrés Lizárraga,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,-
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1962-12,Inspiración,Tango,Instrumental,Philips,Tape-S,Peregrino Paulos,Luis Rubistein,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1963-04,El Adiós,Tango,Jorge Maciel,Philips,Tape-S,María Huergo,Virgilio Clemente,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1963-05,Charamusca,Tango,Instrumental,Philips,Tape-S,Francisco Canaro,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1963-05,Enamorado Estoy,Tango,Abel Córdoba,Philips,Tape-S,José Márquez,Oscar Fresedo,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1963-11,Decime Dios Dónde Estás,Tango,Jorge Maciel,Philips,Tape-S,Manuel Sucher,Tita Merello,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1963-11,La Cabrera,Tango,Instrumental,Philips,Tape-S,Eduardo Arolas,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-04,El Amanecer,Tango,Instrumental,Philips,Tape-S,Roberto Firpo,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-04,La Solita,Milonga,Jorge Maciel,Philips,Tape-S,Víctor Buchino; Edmundo Rivero,Enrique Cantore,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-05,La Payanca,Tango,Instrumental,Philips,Tape-S,Augusto Berto,Jesús Blanco; Francisco Bianco,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-05,Cómo Aprender A Quererte,Tango,Abel Córdoba,Philips,Tape-S,Carlos Lucero,Javier Mazzea,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,-
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-06,Norteño,Tango,Instrumental,Philips,Tape-S,Emilio Balcarce,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-06,Será Una Noche,Tango,Jorge Maciel,Philips,Tape-S,José Tinelli,Manuel Campos,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-08,Pa' La Guardia,Tango,Instrumental,Philips,Tape-S,Ernesto Baffa,Antonio Scelza,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-09,Qué Falta Que Me Hacés,Tango,Jorge Maciel,Philips,Tape-S,Armando Pontier; Miguel Caló; Federico Silva,Armando Pontier; Miguel Caló; Federico Silva,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-11,Morena,Milonga,Instrumental,Philips,Tape-S,Julián Plaza,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-11,Abrazo Fraternal,Tango,Maciel y Córdoba,Philips,Tape-S,Arturo Penón,Vicente Demarco,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-12,El Relámpago,Tango,Instrumental,Philips,Tape-S,Florindo Sassone,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-12,Nido Gaucho,Tango,Maciel y Córdoba,Philips,Tape-S,Carlos Sarli,Héctor Marcolongo,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1964-12,A Los Artistas Plásticos,Tango,Instrumental,Philips,Tape-S,Osvaldo Pugliese,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1965-04,Buenos Aires-Tokio,Tango,Instrumental,Philips,Tape-S,Julián Plaza,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1965-04,La Casita De Mis Viejos,Tango,Jorge Maciel,Philips,Tape-S,Juan Cobián,Enrique Cadícamo,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1965-08,Canción De Rango,Tango,Abel Córdoba,Philips,Tape-S,Raúl Kaplún,José Suñé,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1965-08,Lorenzo,Tango,Instrumental,Philips,Tape-S,Agustín Bardi,Mario Pardo,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,Candombe blanco,Milonga Candombe,Orquesta Osvaldo Pugliese con Jorge Maciel,1965,Emilio Balcarce,Julio Camilloni
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1965-09,Yo Soy Del Treinta,Tango,Abel Córdoba,Philips,Tape-S,Aníbal Troilo,Héctor Mendez,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,Cobrate y dame el vuelto,Milonga,Orquesta Osvaldo Pugliese con Abel Córdoba,1965,Miguel Caló,Enrique Dizeo
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1965-09,Whisky,Tango,Abel Córdoba,Philips,Tape-S,Héctor Marcó,Héctor Marcó,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,El pañuelito,Tango,Orquesta Osvaldo Pugliese con Jorge Maciel,1965,Juan de Dios Filiberto,Gabino Coria Peñaloza
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1965-10,Canaro En París,Tango,Instrumental,Philips,Tape-S,Alejandro Scarpino; Juan Caldarella,José Scarpino,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1965-10,Frase,Tango,Jorge Maciel,Philips,Tape-S,Víctor Lavallén,Félix Arena,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1965-10,Orlando Goñi,Tango,Instrumental,Philips,Tape-S,Alfredo Gobbi,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,La cumparsita,Tango,Orquesta Osvaldo Pugliese con Abel Córdoba,1965,Gerardo Hernán Matos Rodríguez,Gerardo Hernán Matos Rodríguez
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1965-11,Carmen,Milonga,Maciel y Córdoba,Philips,Tape-S,Fulvio Salamanca,Fulvio Salamanca,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1966-04,La Mariposa,Tango,Instrumental,Philips,Tape-S,Pedro Maffia,Celedonio Flores,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1966-04,Navidad,Vals,Jorge Maciel,Philips,Tape-S,Osvaldo Pugliese,Fioravanti Jiménez,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,Yira... Yira...,Tango,Orquesta Osvaldo Pugliese con Abel Córdoba,1965,Enrique Santos Discépolo,Enrique Santos Discépolo
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1966-05,Verano Porteño,Tango,Instrumental,Philips,Tape-S,Astor Piazzolla,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1966-05,Jamás Lo Vas A Saber,Tango,Jorge Maciel,Philips,Tape-S,Manuel Sucher,Abel Aznar,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1966-06,Con Voz Rebelde,Tango,Abel Córdoba,Philips,Tape-S,Eduardo Corti,Carlos Zein,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1966-06,Qué Solo Estoy,Tango,Jorge Maciel,Philips,Tape-S,Raúl Kaplún,Roberto Miró,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1966-08,El Motivo,Tango,Instrumental,Philips,Tape-S,Juan Cobián,Pascual Contursi,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,-
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1966-08,Se Tiran Conmigo,Tango,Abel Córdoba,Philips,Tape-S,José Díaz; Luis Díaz,Luis Díaz,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1966-09,Mi Lejana Buenos Aires,Tango,Instrumental,Philips,Tape-S,Emilio Balcarce,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Enrique Lannoo (Cello) ",,,,,,,,,,
